"review_id","analysis_id","n_effects"
"CD015326","CD015326_G3_N13",10
"CD015326","CD015326_G3_N14",10
"CD015326","CD015326_G3_N15",5
"CD015326","CD015326_G3_N16",5
"CD015326","CD015326_G3_N17",5
"CD015326","CD015326_G3_N18",14
"CD015326","CD015326_G3_N19",14
"CD015326","CD015326_G3_N2",10
"CD015326","CD015326_G3_N20",14
"CD015326","CD015326_G3_N21",16
"CD015326","CD015326_G3_N22",16
"CD015326","CD015326_G3_N23",16
"CD015326","CD015326_G3_N24",10
"CD015326","CD015326_G3_N25",10
"CD015326","CD015326_G3_N26",10
"CD015326","CD015326_G3_N27",2
"CD015326","CD015326_G3_N28",6
"CD015326","CD015326_G3_N29",6
"CD015326","CD015326_G3_N3",5
"CD015326","CD015326_G3_N30",6
"CD015326","CD015326_G3_N31",2
"CD015326","CD015326_G3_N32",13
"CD015326","CD015326_G3_N33",10
"CD015326","CD015326_G3_N34",5
"CD015326","CD015326_G3_N35",14
"CD015326","CD015326_G3_N36",16
"CD015326","CD015326_G3_N37",10
"CD015326","CD015326_G3_N38",6
"CD015326","CD015326_G3_N4",14
"CD015326","CD015326_G3_N5",16
"CD015326","CD015326_G3_N6",10
"CD015326","CD015326_G3_N7",2
"CD015326","CD015326_G3_N8",6
"CD015326","CD015326_G3_N9",2
"CD015326","CD015326_G4_N1",1
"CD015326","CD015326_G5_N1",1
"CD015326","CD015326_G5_N2",1
"CD015326","CD015326_G5_N3",1
"CD015326","CD015326_G5_N4",2
"CD015326","CD015326_G5_N5",3
"CD015328","CD015328_G1_N1",5
"CD015328","CD015328_G1_N2",9
"CD015328","CD015328_G1_N3",2
"CD015328","CD015328_G1_N4",8
"CD015328","CD015328_G1_N5",9
"CD015328","CD015328_G1_N6",7
"CD015328","CD015328_G1_N7",3
"CD015328","CD015328_G1_N8",3
"CD015328","CD015328_G1_N9",2
"CD015328","CD015328_G2_N1",14
"CD015328","CD015328_G2_N2",16
"CD015328","CD015328_G2_N3",8
"CD015328","CD015328_G2_N4",6
"CD015328","CD015328_G2_N5",13
"CD015328","CD015328_G2_N6",6
"CD015328","CD015328_G2_N7",1
"CD015328","CD015328_G2_N8",1
"CD015328","CD015328_G2_N9",3
"CD015328","CD015328_G3_N1",27
"CD015328","CD015328_G3_N2",21
"CD015328","CD015328_G3_N3",16
"CD015328","CD015328_G3_N4",26
"CD015328","CD015328_G3_N5",24
"CD015328","CD015328_G3_N6",22
"CD015328","CD015328_G3_N7",5
"CD015328","CD015328_G3_N8",8
"CD015328","CD015328_G3_N9",5
"CD015328","CD015328_G4_N1",2
"CD015328","CD015328_G4_N2",2
"CD015328","CD015328_G4_N3",1
"CD015328","CD015328_G4_N4",1
"CD015328","CD015328_G5_N1",2
"CD015328","CD015328_G5_N2",2
"CD015328","CD015328_G5_N3",1
"CD015328","CD015328_G5_N4",1
"CD015328","CD015328_G6_N1",2
"CD015328","CD015328_G6_N2",2
"CD015328","CD015328_G6_N3",1
"CD015328","CD015328_G6_N4",1
"CD015328","CD015328_G6_N5",2
"CD015328","CD015328_G6_N6",1
"CD015328","CD015328_G6_N7",1
"CD015328","CD015328_G6_N8",1
"CD015330","CD015330_G1_N1",3
"CD015330","CD015330_G1_N2",3
"CD015330","CD015330_G1_N3",1
"CD015330","CD015330_G1_N4",5
"CD015330","CD015330_G1_N5",1
"CD015330","CD015330_G1_N6",2
"CD015330","CD015330_G1_N7",2
"CD015330","CD015330_G1_N8",2
"CD015330","CD015330_G1_N9",1
"CD015330","CD015330_G2_N1",6
"CD015330","CD015330_G2_N2",3
"CD015330","CD015330_G2_N3",1
"CD015330","CD015330_G2_N4",7
"CD015330","CD015330_G2_N5",6
"CD015330","CD015330_G2_N6",1
"CD015330","CD015330_G2_N7",1
"CD015330","CD015330_G3_N1",11
"CD015330","CD015330_G3_N2",8
"CD015330","CD015330_G3_N3",6
"CD015330","CD015330_G3_N4",3
"CD015330","CD015330_G3_N5",6
"CD015330","CD015330_G3_N6",7
"CD015330","CD015330_G3_N7",1
"CD015330","CD015330_G3_N8",1
"CD015330","CD015330_G4_N1",1
"CD015330","CD015330_G4_N2",1
"CD015350","CD015350_G1_N1",5
"CD015350","CD015350_G1_N3",3
"CD015350","CD015350_G1_N5",7
"CD015350","CD015350_G1_N6",8
"CD015350","CD015350_G2_N1",5
"CD015350","CD015350_G2_N3",1
"CD015350","CD015350_G2_N4",4
"CD015350","CD015350_G2_N5",3
"CD015350","CD015350_G2_N6",2
"CD015350","CD015350_G7_N1",1
"CD015373","CD015373_G1_N1",3
"CD015373","CD015373_G1_N10",3
"CD015373","CD015373_G1_N11",4
"CD015373","CD015373_G1_N12",3
"CD015373","CD015373_G1_N13",1
"CD015373","CD015373_G1_N14",1
"CD015373","CD015373_G1_N15",3
"CD015373","CD015373_G1_N16",1
"CD015373","CD015373_G1_N17",1
"CD015373","CD015373_G1_N18",2
"CD015373","CD015373_G1_N19",1
"CD015373","CD015373_G1_N2",3
"CD015373","CD015373_G1_N20",1
"CD015373","CD015373_G1_N21",1
"CD015373","CD015373_G1_N22",1
"CD015373","CD015373_G1_N23",3
"CD015373","CD015373_G1_N3",1
"CD015373","CD015373_G1_N4",4
"CD015373","CD015373_G1_N5",4
"CD015373","CD015373_G1_N6",4
"CD015373","CD015373_G1_N7",1
"CD015373","CD015373_G1_N8",1
"CD015373","CD015373_G1_N9",4
"CD015373","CD015373_G10_N1",1
"CD015373","CD015373_G10_N2",2
"CD015373","CD015373_G10_N3",1
"CD015373","CD015373_G11_N1",2
"CD015373","CD015373_G11_N2",1
"CD015373","CD015373_G11_N3",1
"CD015373","CD015373_G12_N1",1
"CD015373","CD015373_G13_N1",1
"CD015373","CD015373_G2_N3",1
"CD015373","CD015373_G3_N1",2
"CD015373","CD015373_G3_N2",2
"CD015373","CD015373_G3_N3",1
"CD015373","CD015373_G3_N4",1
"CD015373","CD015373_G3_N5",1
"CD015373","CD015373_G3_N6",1
"CD015373","CD015373_G3_N7",1
"CD015373","CD015373_G3_N8",1
"CD015373","CD015373_G3_N9",1
"CD015373","CD015373_G4_N1",1
"CD015373","CD015373_G4_N2",1
"CD015373","CD015373_G4_N3",1
"CD015373","CD015373_G4_N4",1
"CD015373","CD015373_G4_N5",1
"CD015373","CD015373_G4_N6",1
"CD015373","CD015373_G4_N7",1
"CD015373","CD015373_G4_N8",1
"CD015373","CD015373_G5_N1",1
"CD015373","CD015373_G5_N2",2
"CD015373","CD015373_G5_N3",1
"CD015373","CD015373_G5_N4",1
"CD015373","CD015373_G5_N5",1
"CD015373","CD015373_G5_N6",1
"CD015373","CD015373_G5_N7",1
"CD015373","CD015373_G6_N1",1
"CD015373","CD015373_G6_N2",1
"CD015373","CD015373_G6_N3",1
"CD015373","CD015373_G6_N4",1
"CD015373","CD015373_G6_N5",1
"CD015373","CD015373_G6_N6",1
"CD015373","CD015373_G6_N7",1
"CD015373","CD015373_G7_N1",1
"CD015373","CD015373_G7_N10",3
"CD015373","CD015373_G7_N11",3
"CD015373","CD015373_G7_N12",3
"CD015373","CD015373_G7_N13",3
"CD015373","CD015373_G7_N14",3
"CD015373","CD015373_G7_N15",3
"CD015373","CD015373_G7_N16",3
"CD015373","CD015373_G7_N17",1
"CD015373","CD015373_G7_N18",2
"CD015373","CD015373_G7_N19",3
"CD015373","CD015373_G7_N2",6
"CD015373","CD015373_G7_N20",1
"CD015373","CD015373_G7_N21",2
"CD015373","CD015373_G7_N22",1
"CD015373","CD015373_G7_N23",5
"CD015373","CD015373_G7_N3",6
"CD015373","CD015373_G7_N4",6
"CD015373","CD015373_G7_N5",6
"CD015373","CD015373_G7_N6",1
"CD015373","CD015373_G7_N7",2
"CD015373","CD015373_G7_N8",2
"CD015373","CD015373_G7_N9",1
"CD015373","CD015373_G8_N1",1
"CD015373","CD015373_G8_N2",1
"CD015373","CD015373_G8_N3",1
"CD015373","CD015373_G8_N4",3
"CD015373","CD015373_G9_N1",1
"CD015373","CD015373_G9_N2",1
"CD015373","CD015373_G9_N3",1
"CD015383","CD015383_G1_N1",5
"CD015383","CD015383_G1_N2",5
"CD015383","CD015383_G1_N3",4
"CD015383","CD015383_G1_N4",5
"CD015383","CD015383_G2_N1",1
"CD015383","CD015383_G2_N2",1
"CD015383","CD015383_G2_N3",1
"CD015387","CD015387_G1_N1",18
"CD015387","CD015387_G1_N2",4
"CD015387","CD015387_G1_N3",22
"CD015387","CD015387_G1_N4",5
"CD015387","CD015387_G1_N5",11
"CD015387","CD015387_G1_N6",2
"CD015387","CD015387_G2_N1",6
"CD015387","CD015387_G2_N2",1
"CD015387","CD015387_G2_N3",5
"CD015387","CD015387_G2_N4",1
"CD015387","CD015387_G2_N5",3
"CD015387","CD015387_G2_N6",1
"CD015387","CD015387_G3_N1",10
"CD015387","CD015387_G3_N2",2
"CD015387","CD015387_G3_N3",10
"CD015387","CD015387_G3_N4",14
"CD015387","CD015387_G3_N5",3
"CD015387","CD015387_G3_N6",14
"CD015387","CD015387_G3_N7",7
"CD015387","CD015387_G3_N8",7
"CD015387","CD015387_G3_N9",1
"CD015387","CD015387_G4_N1",1
"CD015387","CD015387_G4_N2",1
"CD015387","CD015387_G4_N3",1
"CD015387","CD015387_G4_N4",1
"CD015432","CD015432_G1_N4",1
"CD015443","CD015443_G2_N2",4
"CD015443","CD015443_G3_N7",1
"CD015448","CD015448_G1_N1",6
"CD015448","CD015448_G1_N2",1
"CD015448","CD015448_G1_N3",5
"CD015448","CD015448_G1_N4",2
"CD015448","CD015448_G1_N5",1
"CD015448","CD015448_G1_N6",3
"CD015448","CD015448_G1_N7",1
"CD015448","CD015448_G2_N1",7
"CD015448","CD015448_G2_N2",1
"CD015448","CD015448_G2_N3",3
"CD015448","CD015448_G2_N4",2
"CD015448","CD015448_G2_N5",1
"CD015448","CD015448_G2_N6",2
"CD015448","CD015448_G2_N7",2
"CD015448","CD015448_G3_N2",1
"CD015448","CD015448_G3_N3",1
"CD015448","CD015448_G4_N1",1
"CD015448","CD015448_G4_N2",1
"CD015448","CD015448_G4_N3",1
"CD015448","CD015448_G5_N1",1
"CD015448","CD015448_G5_N2",1
"CD015448","CD015448_G5_N3",1
"CD015476","CD015476_G1_N1",1
"CD015476","CD015476_G2_N2",2
"CD015476","CD015476_G2_N3",1
"CD015476","CD015476_G3_N1",9
"CD015476","CD015476_G3_N10",1
"CD015476","CD015476_G3_N12",1
"CD015476","CD015476_G3_N2",15
"CD015476","CD015476_G3_N3",6
"CD015476","CD015476_G3_N4",13
"CD015476","CD015476_G3_N5",7
"CD015476","CD015476_G3_N8",1
"CD015495","CD015495_G1_N1",8
"CD015495","CD015495_G1_N2",6
"CD015495","CD015495_G1_N3",4
"CD015495","CD015495_G3_N1",7
"CD015495","CD015495_G3_N2",8
"CD015495","CD015495_G3_N3",3
"CD015495","CD015495_G4_N1",1
"CD015514","CD015514_G1_N1",1
"CD015514","CD015514_G1_N2",2
"CD015514","CD015514_G1_N4",2
"CD015514","CD015514_G1_N5",2
"CD015514","CD015514_G1_N6",1
"CD015514","CD015514_G1_N7",1
"CD015517","CD015517_G1_N1",5
"CD015517","CD015517_G1_N2",1
"CD015517","CD015517_G1_N3",2
"CD015517","CD015517_G1_N4",6
"CD015517","CD015517_G1_N6",2
"CD015517","CD015517_G1_N7",1
"CD015517","CD015517_G1_N9",1
"CD015517","CD015517_G10_N1",6
"CD015517","CD015517_G10_N2",8
"CD015517","CD015517_G10_N3",4
"CD015517","CD015517_G10_N4",4
"CD015517","CD015517_G11_N1",6
"CD015517","CD015517_G11_N2",2
"CD015517","CD015517_G11_N3",8
"CD015517","CD015517_G11_N4",4
"CD015517","CD015517_G11_N5",4
"CD015517","CD015517_G12_N1",6
"CD015517","CD015517_G12_N2",2
"CD015517","CD015517_G12_N3",8
"CD015517","CD015517_G12_N4",4
"CD015517","CD015517_G12_N5",4
"CD015517","CD015517_G2_N1",5
"CD015517","CD015517_G2_N2",1
"CD015517","CD015517_G3_N1",5
"CD015517","CD015517_G3_N2",3
"CD015517","CD015517_G3_N3",2
"CD015517","CD015517_G4_N1",4
"CD015517","CD015517_G5_N1",6
"CD015517","CD015517_G5_N2",6
"CD015517","CD015517_G6_N1",6
"CD015517","CD015517_G6_N2",6
"CD015517","CD015517_G7_N1",6
"CD015517","CD015517_G7_N2",2
"CD015517","CD015517_G7_N3",6
"CD015517","CD015517_G7_N4",2
"CD015517","CD015517_G8_N1",5
"CD015517","CD015517_G8_N2",1
"CD015517","CD015517_G8_N3",7
"CD015517","CD015517_G8_N4",1
"CD015517","CD015517_G8_N6",1
"CD015517","CD015517_G8_N7",1
"CD015517","CD015517_G8_N8",1
"CD015517","CD015517_G8_N9",1
"CD015517","CD015517_G9_N1",6
"CD015517","CD015517_G9_N2",2
"CD015517","CD015517_G9_N3",8
"CD015517","CD015517_G9_N4",4
"CD015517","CD015517_G9_N5",4
"CD015518","CD015518_G1_N1",9
"CD015518","CD015518_G1_N10",1
"CD015518","CD015518_G1_N4",9
"CD015518","CD015518_G1_N5",1
"CD015518","CD015518_G1_N6",1
"CD015518","CD015518_G10_N1",3
"CD015518","CD015518_G10_N2",4
"CD015518","CD015518_G11_N1",3
"CD015518","CD015518_G11_N2",4
"CD015518","CD015518_G12_N1",3
"CD015518","CD015518_G12_N2",4
"CD015518","CD015518_G2_N1",9
"CD015518","CD015518_G2_N2",10
"CD015518","CD015518_G2_N3",4
"CD015518","CD015518_G3_N1",10
"CD015518","CD015518_G3_N2",11
"CD015518","CD015518_G3_N3",4
"CD015518","CD015518_G4_N1",9
"CD015518","CD015518_G4_N2",10
"CD015518","CD015518_G4_N3",4
"CD015518","CD015518_G5_N1",10
"CD015518","CD015518_G5_N2",11
"CD015518","CD015518_G6_N1",10
"CD015518","CD015518_G6_N2",11
"CD015518","CD015518_G6_N3",4
"CD015518","CD015518_G7_N2",3
"CD015518","CD015518_G7_N4",1
"CD015518","CD015518_G8_N1",2
"CD015518","CD015518_G9_N1",3
"CD015518","CD015518_G9_N2",4
"CD015519","CD015519_G1_N1",1
"CD015519","CD015519_G1_N3",1
"CD015519","CD015519_G2_N1",4
"CD015519","CD015519_G2_N2",3
"CD015519","CD015519_G2_N3",2
"CD015519","CD015519_G3_N1",4
"CD015519","CD015519_G3_N2",3
"CD015519","CD015519_G3_N3",2
"CD015519","CD015519_G4_N2",1
"CD015520","CD015520_G1_N2",1
"CD015520","CD015520_G1_N4",4
"CD015520","CD015520_G1_N5",2
"CD015520","CD015520_G2_N1",3
"CD015520","CD015520_G2_N2",4
"CD015520","CD015520_G3_N1",3
"CD015520","CD015520_G4_N1",4
"CD015520","CD015520_G4_N2",3
"CD015520","CD015520_G5_N1",4
"CD015520","CD015520_G5_N2",1
"CD015520","CD015520_G5_N3",4
"CD015520","CD015520_G5_N4",1
"CD015520","CD015520_G5_N5",2
"CD015520","CD015520_G6_N1",5
"CD015520","CD015520_G6_N2",4
"CD015520","CD015520_G6_N3",3
"CD015520","CD015520_G7_N1",5
"CD015520","CD015520_G7_N2",4
"CD015520","CD015520_G8_N1",5
"CD015520","CD015520_G8_N2",4
"CD015520","CD015520_G8_N3",3
"CD015520","CD015520_G9_N1",5
"CD015520","CD015520_G9_N2",4
"CD015520","CD015520_G9_N3",3
"CD015520","CD015520_G9_N4",2
"CD015524","CD015524_G1_N10",2
"CD015524","CD015524_G1_N11",1
"CD015524","CD015524_G1_N12",1
"CD015524","CD015524_G1_N13",2
"CD015524","CD015524_G1_N14",2
"CD015524","CD015524_G1_N15",1
"CD015524","CD015524_G1_N16",1
"CD015524","CD015524_G1_N17",2
"CD015524","CD015524_G1_N18",2
"CD015524","CD015524_G1_N19",1
"CD015524","CD015524_G1_N2",2
"CD015524","CD015524_G1_N20",1
"CD015524","CD015524_G1_N21",2
"CD015524","CD015524_G1_N22",1
"CD015524","CD015524_G1_N23",1
"CD015524","CD015524_G1_N24",1
"CD015524","CD015524_G1_N26",1
"CD015524","CD015524_G1_N27",1
"CD015524","CD015524_G1_N28",1
"CD015524","CD015524_G1_N29",1
"CD015524","CD015524_G1_N3",2
"CD015524","CD015524_G1_N30",1
"CD015524","CD015524_G1_N31",1
"CD015524","CD015524_G1_N32",1
"CD015524","CD015524_G1_N33",1
"CD015524","CD015524_G1_N34",1
"CD015524","CD015524_G1_N35",2
"CD015524","CD015524_G1_N36",2
"CD015524","CD015524_G1_N4",3
"CD015524","CD015524_G1_N5",3
"CD015524","CD015524_G1_N8",1
"CD015524","CD015524_G1_N9",1
"CD015524","CD015524_G2_N10",2
"CD015524","CD015524_G2_N11",2
"CD015524","CD015524_G2_N14",2
"CD015524","CD015524_G2_N15",2
"CD015524","CD015524_G2_N16",2
"CD015524","CD015524_G2_N17",2
"CD015524","CD015524_G2_N18",1
"CD015524","CD015524_G2_N2",2
"CD015524","CD015524_G2_N3",2
"CD015524","CD015524_G2_N4",2
"CD015524","CD015524_G2_N5",2
"CD015524","CD015524_G2_N8",1
"CD015524","CD015524_G2_N9",1
"CD015524","CD015524_G3_N10",1
"CD015524","CD015524_G3_N11",1
"CD015524","CD015524_G3_N12",1
"CD015524","CD015524_G3_N13",1
"CD015524","CD015524_G3_N14",1
"CD015524","CD015524_G3_N15",1
"CD015524","CD015524_G3_N16",2
"CD015524","CD015524_G3_N17",2
"CD015524","CD015524_G3_N19",1
"CD015524","CD015524_G3_N2",1
"CD015524","CD015524_G3_N21",1
"CD015524","CD015524_G3_N23",3
"CD015524","CD015524_G3_N24",2
"CD015524","CD015524_G3_N25",3
"CD015524","CD015524_G3_N29",1
"CD015524","CD015524_G3_N3",1
"CD015524","CD015524_G3_N30",2
"CD015524","CD015524_G3_N31",1
"CD015524","CD015524_G3_N33",1
"CD015524","CD015524_G3_N34",2
"CD015524","CD015524_G3_N35",2
"CD015524","CD015524_G3_N4",3
"CD015524","CD015524_G3_N5",4
"CD015524","CD015524_G3_N6",2
"CD015524","CD015524_G3_N7",3
"CD015524","CD015524_G3_N9",2
"CD015524","CD015524_G4_N10",2
"CD015524","CD015524_G4_N3",2
"CD015524","CD015524_G4_N5",1
"CD015530","CD015530_G1_N1",2
"CD015530","CD015530_G1_N5",1
"CD015530","CD015530_G2_N3",1
"CD015532","CD015532_G2_N4",2
"CD015532","CD015532_G3_N5",2
"CD015532","CD015532_G4_N5",4
"CD015536","CD015536_G1_N1",1
"CD015536","CD015536_G1_N10",9
"CD015536","CD015536_G1_N2",10
"CD015536","CD015536_G1_N3",1
"CD015536","CD015536_G1_N4",10
"CD015536","CD015536_G1_N5",1
"CD015536","CD015536_G1_N6",8
"CD015536","CD015536_G1_N7",14
"CD015536","CD015536_G1_N8",7
"CD015536","CD015536_G1_N9",9
"CD015536","CD015536_G2_N1",10
"CD015536","CD015536_G2_N2",10
"CD015536","CD015536_G2_N3",5
"CD015536","CD015536_G2_N4",10
"CD015536","CD015536_G3_N1",1
"CD015536","CD015536_G3_N10",11
"CD015536","CD015536_G3_N2",1
"CD015536","CD015536_G3_N3",1
"CD015536","CD015536_G3_N4",2
"CD015536","CD015536_G3_N6",10
"CD015536","CD015536_G3_N7",10
"CD015536","CD015536_G3_N8",10
"CD015536","CD015536_G3_N9",11
"CD015551","CD015551_G1_N1",1
"CD015551","CD015551_G1_N2",2
"CD015551","CD015551_G1_N3",2
"CD015551","CD015551_G1_N4",3
"CD015551","CD015551_G1_N5",3
"CD015551","CD015551_G1_N6",3
"CD015551","CD015551_G2_N2",1
"CD015551","CD015551_G2_N3",1
"CD015551","CD015551_G3_N1",1
"CD015551","CD015551_G3_N2",1
"CD015551","CD015551_G3_N3",1
"CD015551","CD015551_G4_N2",1
"CD015551","CD015551_G4_N3",1
"CD015551","CD015551_G5_N1",1
"CD015551","CD015551_G5_N2",1
"CD015573","CD015573_G2_N1",1
"CD015573","CD015573_G2_N2",3
"CD015584","CD015584_G1_N1",3
"CD015584","CD015584_G1_N10",3
"CD015584","CD015584_G1_N2",7
"CD015584","CD015584_G1_N3",5
"CD015584","CD015584_G1_N4",8
"CD015584","CD015584_G1_N5",5
"CD015584","CD015584_G1_N6",8
"CD015584","CD015584_G1_N7",2
"CD015584","CD015584_G1_N8",7
"CD015584","CD015584_G1_N9",7
"CD015584","CD015584_G2_N1",2
"CD015584","CD015584_G2_N2",4
"CD015584","CD015584_G2_N3",1
"CD015584","CD015584_G2_N4",8
"CD015584","CD015584_G2_N5",5
"CD015584","CD015584_G3_N2",3
"CD015584","CD015584_G4_N1",7
"CD015588","CD015588_G1_N11",6
"CD015588","CD015588_G1_N13",8
"CD015588","CD015588_G1_N15",2
"CD015588","CD015588_G1_N17",6
"CD015588","CD015588_G1_N19",5
"CD015588","CD015588_G1_N2",19
"CD015588","CD015588_G1_N21",14
"CD015588","CD015588_G1_N23",4
"CD015588","CD015588_G1_N25",5
"CD015588","CD015588_G1_N27",10
"CD015588","CD015588_G1_N32",3
"CD015588","CD015588_G1_N34",13
"CD015588","CD015588_G1_N35",1
"CD015588","CD015588_G1_N38",1
"CD015588","CD015588_G1_N4",16
"CD015588","CD015588_G1_N43",10
"CD015588","CD015588_G1_N45",15
"CD015588","CD015588_G1_N46",1
"CD015588","CD015588_G1_N48",2
"CD015588","CD015588_G1_N50",8
"CD015588","CD015588_G1_N52",13
"CD015588","CD015588_G1_N54",13
"CD015588","CD015588_G1_N56",6
"CD015588","CD015588_G1_N6",7
"CD015588","CD015588_G1_N8",2
"CD015592","CD015592_G1_N1",1
"CD015636","CD015636_G1_N1",1
"CD015636","CD015636_G2_N1",5
"CD015636","CD015636_G3_N1",1
"CD015673","CD015673_G1_N3",2
"CD015673","CD015673_G1_N4",1
"CD015673","CD015673_G2_N3",1
"CD015673","CD015673_G3_N2",1
"CD015673","CD015673_G3_N3",1
"CD015698","CD015698_G1_N1",6
"CD015698","CD015698_G1_N2",6
"CD015698","CD015698_G1_N3",3
"CD015698","CD015698_G1_N4",1
"CD015698","CD015698_G1_N5",4
"CD015698","CD015698_G1_N6",1
"CD015698","CD015698_G2_N1",2
"CD015698","CD015698_G2_N2",1
"CD015698","CD015698_G2_N3",1
"CD015698","CD015698_G2_N4",1
"CD015698","CD015698_G2_N5",2
"CD015698","CD015698_G2_N6",1
"CD015701","CD015701_G1_N1",1
"CD015701","CD015701_G1_N2",1
"CD015701","CD015701_G1_N3",1
"CD015701","CD015701_G1_N5",1
"CD015701","CD015701_G2_N1",1
"CD015701","CD015701_G2_N2",1
"CD015701","CD015701_G2_N3",1
"CD015701","CD015701_G2_N5",1
"CD015701","CD015701_G3_N3",1
"CD015711","CD015711_G1_N3",1
"CD015711","CD015711_G1_N4",1
"CD015711","CD015711_G1_N5",1
"CD015711","CD015711_G2_N1",1
"CD015711","CD015711_G2_N2",1
"CD015711","CD015711_G2_N3",1
"CD015711","CD015711_G2_N4",1
"CD015711","CD015711_G2_N5",1
"CD015711","CD015711_G2_N6",1
"CD015711","CD015711_G3_N2",3
"CD015721","CD015721_G1_N1",2
"CD015721","CD015721_G1_N2",2
"CD015721","CD015721_G1_N4",1
"CD015721","CD015721_G1_N5",1
"CD015746","CD015746_G1_N1",2
"CD015746","CD015746_G1_N2",1
"CD015746","CD015746_G1_N3",3
"CD015746","CD015746_G1_N4",4
"CD015746","CD015746_G2_N2",2
"CD015746","CD015746_G3_N2",1
"CD015746","CD015746_G3_N3",1
"CD015746","CD015746_G4_N1",2
"CD015746","CD015746_G4_N2",1
"CD015746","CD015746_G4_N3",2
"CD015746","CD015746_G4_N4",4
"CD015746","CD015746_G5_N1",7
"CD015746","CD015746_G5_N2",7
"CD015746","CD015746_G5_N3",7
"CD015746","CD015746_G5_N4",7
"CD015746","CD015746_G7_N1",1
"CD015746","CD015746_G7_N2",1
"CD015746","CD015746_G8_N2",1
"CD015746","CD015746_G8_N3",1
"CD015749","CD015749_G1_N1",2
"CD015749","CD015749_G1_N2",1
"CD015749","CD015749_G1_N3",2
"CD015749","CD015749_G1_N4",1
"CD015749","CD015749_G1_N5",1
"CD015749","CD015749_G1_N6",1
"CD015749","CD015749_G2_N2",1
"CD015749","CD015749_G2_N3",1
"CD015749","CD015749_G2_N4",1
"CD015749","CD015749_G2_N5",2
"CD015749","CD015749_G2_N6",1
"CD015749","CD015749_G2_N7",2
"CD015749","CD015749_G3_N1",2
"CD015749","CD015749_G3_N2",3
"CD015749","CD015749_G3_N3",10
"CD015749","CD015749_G3_N4",4
"CD015749","CD015749_G3_N5",3
"CD015749","CD015749_G3_N6",1
"CD015749","CD015749_G3_N7",4
"CD015751","CD015751_G1_N1",1
"CD015751","CD015751_G1_N2",4
"CD015751","CD015751_G1_N3",4
"CD015751","CD015751_G1_N4",2
"CD015751","CD015751_G1_N5",3
"CD015751","CD015751_G2_N1",1
"CD015751","CD015751_G2_N2",3
"CD015751","CD015751_G2_N3",2
"CD015779","CD015779_G1_N1",1
"CD015779","CD015779_G1_N10",1
"CD015779","CD015779_G1_N2",1
"CD015779","CD015779_G1_N5",1
"CD015779","CD015779_G1_N7",1
"CD015779","CD015779_G1_N8",1
"CD015779","CD015779_G1_N9",1
"CD015779","CD015779_G2_N1",1
"CD015779","CD015779_G2_N2",2
"CD015786","CD015786_G1_N1",4
"CD015786","CD015786_G1_N2",4
"CD015786","CD015786_G1_N3",4
"CD015786","CD015786_G1_N4",3
"CD015786","CD015786_G2_N1",1
"CD015786","CD015786_G2_N2",1
"CD015786","CD015786_G2_N5",9
"CD015786","CD015786_G3_N1",1
"CD015788","CD015788_G1_N1",1
"CD015788","CD015788_G1_N2",3
"CD015788","CD015788_G1_N3",4
"CD015788","CD015788_G1_N4",2
"CD015790","CD015790_G1_N10",1
"CD015790","CD015790_G1_N12",1
"CD015790","CD015790_G1_N13",1
"CD015790","CD015790_G1_N3",4
"CD015790","CD015790_G1_N5",1
"CD015790","CD015790_G1_N6",4
"CD015790","CD015790_G1_N7",2
"CD015790","CD015790_G1_N8",2
"CD015790","CD015790_G1_N9",3
"CD015802","CD015802_G1_N1",1
"CD015802","CD015802_G1_N2",1
"CD015802","CD015802_G2_N3",1
"CD015804","CD015804_G1_N1",8
"CD015804","CD015804_G1_N11",1
"CD015804","CD015804_G1_N2",2
"CD015804","CD015804_G1_N3",5
"CD015804","CD015804_G1_N4",3
"CD015804","CD015804_G1_N7",1
"CD015804","CD015804_G1_N8",1
"CD015804","CD015804_G1_N9",3
"CD015820","CD015820_G1_N1",4
"CD015820","CD015820_G1_N2",1
"CD015820","CD015820_G1_N3",1
"CD015820","CD015820_G1_N4",1
"CD015820","CD015820_G1_N5",1
"CD015820","CD015820_G1_N6",1
"CD015820","CD015820_G2_N1",1
"CD015820","CD015820_G2_N3",1
"CD015820","CD015820_G3_N1",1
"CD015820","CD015820_G3_N2",1
"CD015820","CD015820_G3_N3",4
"CD015820","CD015820_G3_N4",1
"CD015820","CD015820_G3_N6",4
"CD015820","CD015820_G4_N1",1
"CD015820","CD015820_G4_N2",1
"CD015820","CD015820_G4_N4",1
"CD015824","CD015824_G1_N1",5
"CD015824","CD015824_G1_N2",4
"CD015824","CD015824_G1_N3",3
"CD015824","CD015824_G1_N4",5
"CD015824","CD015824_G1_N5",5
"CD015824","CD015824_G1_N6",5
"CD015824","CD015824_G1_N7",2
"CD015824","CD015824_G1_N8",3
"CD015824","CD015824_G1_N9",4
"CD015824","CD015824_G2_N1",4
"CD015824","CD015824_G2_N2",4
"CD015824","CD015824_G2_N3",1
"CD015824","CD015824_G2_N4",5
"CD015824","CD015824_G2_N5",5
"CD015824","CD015824_G2_N6",4
"CD015824","CD015824_G2_N7",2
"CD015824","CD015824_G2_N8",3
"CD015824","CD015824_G2_N9",3
"CD015824","CD015824_G3_N1",3
"CD015824","CD015824_G3_N2",2
"CD015824","CD015824_G3_N3",2
