"analysis_id","review_id","outcome_type","measure","k","MAFI","MAFI_class","I2","estimate","pval","study_year"
"CD003519_G5_N1","CD003519","GENSUM","GEN_CI",3,0.263,"Low Fragility",0,1.0111,0,2019
"CD003519_G7_N1","CD003519","GENSUM","GEN_CI",12,0.122,"Robust",0,1.261,0,2013
"CD003519_G7_N2","CD003519","GENSUM","GEN_CI",11,0.251,"Low Fragility",54.8,1.228,0,2012
"CD003519_G7_N3","CD003519","GENSUM","GEN_CI",11,0.371,"Moderate Fragility",94.1,0.2218,5e-04,2009.5
"CD003598_G1_N13","CD003598","GENSUM","GIV",6,0.475,"Moderate Fragility",22,-0.1451,0.2816,1992.5
"CD003743_G1_N16","CD003743","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,1999
"CD003962_G1_N12","CD003962","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2000
"CD003962_G1_N4","CD003962","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2000
"CD003962_G1_N8","CD003962","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2000
"CD004184_G1_N5","CD004184","GENSUM","GIV",26,0.193,"Low Fragility",84.8,-1.3392,0.0076,2005
"CD004184_G1_N6","CD004184","GENSUM","GIV",26,0.207,"Low Fragility",89.2,-1.0043,0.013,2005
"CD004184_G1_N7","CD004184","GENSUM","GIV",7,0.423,"Moderate Fragility",75.3,-1.796,0.1309,2005
"CD004184_G1_N8","CD004184","GENSUM","GIV",7,0.427,"Moderate Fragility",75.4,-1.1975,0.1646,2005
"CD004184_G1_N9","CD004184","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2009
"CD004184_G2_N5","CD004184","GENSUM","GIV",26,0.193,"Low Fragility",84.8,-1.3392,0.0076,2005
"CD004184_G2_N6","CD004184","GENSUM","GIV",26,0.207,"Low Fragility",89.2,-1.0043,0.013,2005
"CD004184_G2_N7","CD004184","GENSUM","GIV",7,0.423,"Moderate Fragility",75.3,-1.796,0.1309,2005
"CD004184_G2_N8","CD004184","GENSUM","GIV",7,0.427,"Moderate Fragility",75.4,-1.1975,0.1646,2005
"CD004184_G2_N9","CD004184","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2009
"CD004307_G1_N1","CD004307","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2020
"CD004307_G1_N2","CD004307","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2020.5
"CD004307_G1_N3","CD004307","GENSUM","GIV",46,0.08,"Robust",35.4,0.4485,0,2017
"CD004376_G1_N1","CD004376","GENSUM","GEN_CI",131,0.187,"Low Fragility",90.7,-0.7311,0,2017
"CD004376_G1_N2","CD004376","GENSUM","GEN_CI",122,0.185,"Low Fragility",89.7,-0.719,0,2016.5
"CD004376_G1_N3","CD004376","GENSUM","GEN_CI",46,0.159,"Low Fragility",71.5,0.3589,0,2017
"CD004376_G1_N4","CD004376","GENSUM","GEN_CI",11,0.302,"Moderate Fragility",77.8,1.4206,0,2016
"CD004376_G1_N5","CD004376","GENSUM","GEN_CI",123,0.003,"Robust",0,0.7863,0,2017
"CD004376_G1_N6","CD004376","GENSUM","GEN_CI",48,0.007,"Robust",0,0.8631,0,2019
"CD004376_G2_N1","CD004376","GENSUM","GEN_CI",27,0.204,"Low Fragility",92.1,-0.5275,1e-04,2014
"CD004376_G2_N2","CD004376","GENSUM","GEN_CI",26,0.203,"Low Fragility",87.8,-0.4187,1e-04,2015
"CD004376_G2_N3","CD004376","GENSUM","GEN_CI",13,0.347,"Moderate Fragility",65.2,0.205,0.0168,2016
"CD004376_G3_N1","CD004376","GENSUM","GEN_CI",53,0.152,"Low Fragility",72.4,-0.4867,0,2016.5
"CD004376_G3_N2","CD004376","GENSUM","GEN_CI",50,0.165,"Low Fragility",78,-0.5345,0,2016
"CD004376_G3_N3","CD004376","GENSUM","GEN_CI",65,0.187,"Low Fragility",87.5,-0.6021,0,2015
"CD004376_G3_N4","CD004376","GENSUM","GEN_CI",61,0.184,"Low Fragility",86.4,-0.5872,0,2015
"CD004376_G3_N5","CD004376","GENSUM","GEN_CI",10,0.349,"Moderate Fragility",83.1,-0.5989,1e-04,2019
"CD004376_G3_N6","CD004376","GENSUM","GEN_CI",10,0.349,"Moderate Fragility",83,-0.6332,0,2019
"CD004376_G4_N1","CD004376","GENSUM","GEN_CI",23,0.206,"Low Fragility",86.7,-0.4965,1e-04,2013
"CD004376_G4_N2","CD004376","GENSUM","GEN_CI",19,0.212,"Low Fragility",84.3,-0.5691,0,2012.5
"CD004376_G4_N3","CD004376","GENSUM","GEN_CI",52,0.197,"Low Fragility",90.5,-0.7695,0,2014.5
"CD004376_G4_N4","CD004376","GENSUM","GEN_CI",50,0.195,"Low Fragility",91.5,-0.7627,0,2014
"CD004376_G4_N5","CD004376","GENSUM","GEN_CI",46,0.195,"Low Fragility",91.6,-0.7577,0,2019
"CD004376_G4_N6","CD004376","GENSUM","GEN_CI",43,0.193,"Low Fragility",90.5,-0.7322,0,2019
"CD004661_G1_N2","CD004661","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2006
"CD004661_G1_N3","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2006
"CD004661_G10_N1","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G10_N2","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G10_N3","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G10_N6","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2008
"CD004661_G11_N1","CD004661","GENSUM","GIV",6,0.447,"Moderate Fragility",18.6,-0.049,0.6467,2007
"CD004661_G11_N2","CD004661","GENSUM","GIV",6,0.311,"Moderate Fragility",0,-0.3633,0.002,2007
"CD004661_G11_N3","CD004661","GENSUM","GIV",6,0.361,"Moderate Fragility",0,-0.1605,0.0193,2007
"CD004661_G11_N4","CD004661","GENSUM","GIV",3,0.291,"Low Fragility",0,-0.0588,0.3018,2008
"CD004661_G2_N10","CD004661","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2008
"CD004661_G2_N11","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2003
"CD004661_G2_N16","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2006
"CD004661_G2_N2","CD004661","GENSUM","GIV",10,0.15,"Robust",0,0,1,2007
"CD004661_G2_N20","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2006
"CD004661_G2_N25","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2008
"CD004661_G2_N3","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2008
"CD004661_G2_N7","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2006
"CD004661_G2_N8","CD004661","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2008
"CD004661_G2_N9","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2003
"CD004661_G3_N1","CD004661","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2007
"CD004661_G3_N2","CD004661","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2008
"CD004661_G3_N7","CD004661","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2008
"CD004661_G3_N8","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2003
"CD004661_G4_N10","CD004661","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2003
"CD004661_G4_N12","CD004661","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2006
"CD004661_G4_N13","CD004661","GENSUM","GIV",11,0.135,"Robust",0,0,1,2003
"CD004661_G4_N14","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2006
"CD004661_G4_N15","CD004661","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2003
"CD004661_G4_N8","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2006
"CD004661_G5_N21","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2003
"CD004661_G5_N5","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2003
"CD004661_G7_N1","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G7_N2","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G7_N3","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G7_N9","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2008
"CD004661_G8_N1","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G8_N2","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G8_N3","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G8_N6","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2008
"CD004661_G9_N1","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G9_N2","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G9_N3","CD004661","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2007
"CD004661_G9_N9","CD004661","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2008
"CD004762_G1_N2","CD004762","GENSUM","GIV",3,0.27,"Low Fragility",0,-1.3639,0,2010
"CD004762_G2_N1","CD004762","GENSUM","GIV",3,0.439,"Moderate Fragility",80.3,-2.8395,0,2012
"CD004762_G2_N2","CD004762","GENSUM","GIV",5,0.667,"High Fragility",75.9,-0.3139,0.0027,2012
"CD004762_G2_N3","CD004762","GENSUM","GIV",3,0.273,"Low Fragility",0,-0.528,0,2012
"CD004762_G2_N4","CD004762","GENSUM","GIV",5,0.343,"Moderate Fragility",49.2,5.8227,0,2012
"CD004904_G1_N1","CD004904","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,1993.5
"CD004925_G1_N1","CD004925","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD004953_G1_N2","CD004953","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2017
"CD004953_G1_N6","CD004953","GENSUM","GIV",11,0.135,"Robust",0,0,1,2017
"CD005343_G1_N1","CD005343","GENSUM","GIV",4,0.465,"Moderate Fragility",0,-0.039,0.4945,2015.5
"CD005343_G1_N10","CD005343","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2016
"CD005343_G1_N13","CD005343","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2016
"CD005343_G1_N2","CD005343","GENSUM","GIV",10,0.245,"Low Fragility",0,-0.0608,0.3264,2015
"CD005343_G1_N3","CD005343","GENSUM","GIV",6,0.395,"Moderate Fragility",17.4,-0.0514,0.4318,2015
"CD005343_G1_N4","CD005343","GENSUM","GIV",9,0.393,"Moderate Fragility",23.6,-0.0756,0.3155,2015
"CD005343_G1_N5","CD005343","GENSUM","GIV",4,0.465,"Moderate Fragility",0,-0.0252,0.6246,2015.5
"CD005343_G1_N9","CD005343","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2016
"CD005495_G7_N4","CD005495","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD006023_G32_N2","CD006023","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2005
"CD006023_G32_N4","CD006023","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2008
"CD006023_G32_N5","CD006023","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2007
"CD006023_G32_N6","CD006023","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2007
"CD006023_G33_N2","CD006023","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2006
"CD006140_G1_N10","CD006140","GENSUM","GEN_CI",3,0.395,"Moderate Fragility",0,0.6512,0.0513,NA
"CD006140_G1_N4","CD006140","GENSUM","GEN_CI",3,0.559,"High Fragility",53.7,0.996,0,NA
"CD006140_G1_N5","CD006140","GENSUM","GEN_CI",3,0.442,"Moderate Fragility",86.5,0.9028,0,NA
"CD006140_G1_N8","CD006140","DICH","logOR",3,0.572,"High Fragility",0,0.5637,0.4256,NA
"CD006140_G2_N3","CD006140","GENSUM","GEN_CI",3,0.282,"Low Fragility",0,2.207,0,2019
"CD006140_G2_N4","CD006140","GENSUM","GEN_CI",3,0.255,"Low Fragility",0,1,0,NA
"CD006140_G3_N3","CD006140","GENSUM","GEN_CI",4,0.313,"Moderate Fragility",17.4,1.5987,0,NA
"CD006140_G3_N6","CD006140","GENSUM","GEN_CI",3,0.505,"High Fragility",0,0.4649,0.4971,NA
"CD006140_G3_N7","CD006140","GENSUM","GEN_CI",4,0.25,"Low Fragility",0,1.483,0,NA
"CD006140_G4_N1","CD006140","GENSUM","GEN_CI",4,0.327,"Moderate Fragility",37.5,0.6977,0,NA
"CD006140_G4_N10","CD006140","GENSUM","GEN_CI",5,0.383,"Moderate Fragility",0,0.1776,0.4258,NA
"CD006140_G4_N17","CD006140","GENSUM","GEN_CI",3,0.274,"Low Fragility",0,0.8521,0,NA
"CD006140_G4_N2","CD006140","GENSUM","GEN_CI",3,0.407,"Moderate Fragility",63.5,0.7254,0,NA
"CD006140_G4_N3","CD006140","GENSUM","GEN_CI",3,0.747,"High Fragility",87.5,-0.242,0.5778,NA
"CD006140_G4_N5","CD006140","GENSUM","GEN_CI",3,0.275,"Low Fragility",0,1.0922,0,NA
"CD006140_G4_N6","CD006140","GENSUM","GEN_CI",8,0.387,"Moderate Fragility",95,0.7543,0,NA
"CD006140_G4_N7","CD006140","GENSUM","GEN_CI",6,0.336,"Moderate Fragility",9.2,0.4805,0.0028,NA
"CD006140_G4_N8","CD006140","GENSUM","GEN_CI",5,0.339,"Moderate Fragility",48.1,1.2028,0,NA
"CD006140_G4_N9","CD006140","GENSUM","GEN_CI",8,0.348,"Moderate Fragility",0,0.2998,0.4868,NA
"CD006185_G1_N1","CD006185","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2021.5
"CD006185_G1_N3","CD006185","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2022.5
"CD006185_G1_N5","CD006185","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2021
"CD006185_G1_N7","CD006185","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2021
"CD006185_G1_N8","CD006185","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2022
"CD006185_G2_N1","CD006185","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2024
"CD006185_G4_N2","CD006185","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD006185_G4_N3","CD006185","GENSUM","GIV",42,0,"Robust",0,0,1,2019
"CD006185_G5_N2","CD006185","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2022
"CD006185_G6_N1","CD006185","GENSUM","GIV",29,0,"Robust",0,0,1,2016
"CD006404_G1_N1","CD006404","GENSUM","GEN_CI",8,0.278,"Low Fragility",0,0.2246,0.02,2016
"CD006404_G1_N10","CD006404","GENSUM","GEN_CI",6,0.284,"Low Fragility",0,0.4002,0.4524,2016
"CD006404_G1_N11","CD006404","GENSUM","GEN_CI",4,0.44,"Moderate Fragility",0,0.3808,0.8387,2016
"CD006404_G1_N12","CD006404","GENSUM","GEN_CI",4,0.39,"Moderate Fragility",0,0.8321,0.6805,2016
"CD006404_G1_N13","CD006404","GENSUM","GEN_CI",4,0.26,"Low Fragility",0,0.3512,0.6029,2016
"CD006404_G1_N14","CD006404","GENSUM","GEN_CI",3,0.521,"High Fragility",0,0.2196,0.0298,2018
"CD006404_G1_N16","CD006404","GENSUM","GEN_CI",3,0.683,"High Fragility",63,0.5302,0.0083,2018
"CD006404_G1_N2","CD006404","GENSUM","GEN_CI",7,0.374,"Moderate Fragility",0,0.6702,0.0208,2016
"CD006404_G1_N3","CD006404","GENSUM","GEN_CI",8,0.39,"Moderate Fragility",62.7,0.2357,8e-04,2016
"CD006404_G1_N4","CD006404","GENSUM","GEN_CI",7,0.376,"Moderate Fragility",81.1,0.5776,0,2016
"CD006404_G1_N5","CD006404","DICH","logOR",8,0.296,"Low Fragility",0,-0.1256,0.868,2016
"CD006404_G1_N6","CD006404","DICH","logOR",4,0.409,"Moderate Fragility",0,0.5953,0.5357,2015
"CD006404_G1_N7","CD006404","GENSUM","GEN_CI",3,0.526,"High Fragility",0,1.3544,0.0335,2012
"CD006404_G1_N8","CD006404","GENSUM","GEN_CI",7,0.325,"Moderate Fragility",0,0.6734,0.6155,2016
"CD006404_G1_N9","CD006404","GENSUM","GEN_CI",7,0.29,"Low Fragility",0,0.756,0.5,2016
"CD006404_G2_N1","CD006404","GENSUM","GEN_CI",6,0.297,"Low Fragility",0,0.1691,0.7549,2016
"CD006404_G2_N10","CD006404","DICH","logOR",6,0.334,"Moderate Fragility",0,0.292,0.765,2016
"CD006404_G2_N2","CD006404","DICH","logOR",6,0.412,"Moderate Fragility",0,0.2513,0.7694,2016
"CD006404_G2_N3","CD006404","GENSUM","GEN_CI",6,0.31,"Moderate Fragility",0,0.4438,0.0016,2016
"CD006404_G2_N4","CD006404","GENSUM","GEN_CI",6,0.25,"Low Fragility",8.5,0.9183,0,2016
"CD006404_G2_N5","CD006404","GENSUM","GEN_CI",6,0.381,"Moderate Fragility",0,0.147,0.8917,2016
"CD006404_G2_N6","CD006404","GENSUM","GEN_CI",6,0.315,"Moderate Fragility",0,0.2395,0.7538,2016
"CD006404_G2_N7","CD006404","DICH","logOR",6,0.352,"Moderate Fragility",0,0.0505,0.9542,2016
"CD006404_G2_N8","CD006404","GENSUM","GEN_CI",6,0.358,"Moderate Fragility",0,0.5061,0.6984,2016
"CD006404_G2_N9","CD006404","GENSUM","GEN_CI",6,0.324,"Moderate Fragility",0,0.4491,0.7048,2016
"CD006404_G4_N1","CD006404","GENSUM","GEN_CI",8,0.217,"Low Fragility",0,0.7096,0.2229,2012
"CD006404_G4_N10","CD006404","GENSUM","GEN_CI",112,0.083,"Robust",40.1,0.8435,0,2012
"CD006404_G4_N12","CD006404","GENSUM","GEN_CI",3,0.33,"Moderate Fragility",0,0.628,0.157,2025
"CD006404_G4_N2","CD006404","GENSUM","GEN_CI",6,0.42,"Moderate Fragility",0,0.8299,0.0285,2012
"CD006404_G4_N3","CD006404","GENSUM","GEN_CI",17,0.079,"Robust",0,0.3743,0.6048,2016
"CD006404_G4_N4","CD006404","GENSUM","GEN_CI",17,0.09,"Robust",0,0.4083,0.4749,2016
"CD006404_G4_N5","CD006404","GENSUM","GEN_CI",16,0.096,"Robust",0,0.3226,0.4468,2016
"CD006404_G4_N6","CD006404","GENSUM","GEN_CI",10,0.234,"Low Fragility",0,0.4651,0.6641,2016
"CD006404_G4_N7","CD006404","GENSUM","GEN_CI",10,0.22,"Low Fragility",0,0.5472,0.5925,2016
"CD006404_G4_N8","CD006404","GENSUM","GEN_CI",10,0.17,"Low Fragility",0,0.3321,0.5499,2016
"CD006404_G4_N9","CD006404","GENSUM","GEN_CI",13,0.187,"Low Fragility",0,0.3338,0.7238,2016
"CD006475_G1_N1","CD006475","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2008.5
"CD006475_G1_N10","CD006475","GENSUM","GIV",15,0.075,"Robust",0,0,1,2008
"CD006475_G1_N11","CD006475","GENSUM","GIV",12,0.12,"Robust",0,0,1,2009
"CD006475_G1_N2","CD006475","GENSUM","GIV",18,0.03,"Robust",0,0,1,2008.5
"CD006475_G1_N3","CD006475","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2009
"CD006475_G1_N4","CD006475","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2014
"CD006475_G1_N5","CD006475","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2009.5
"CD006475_G1_N7","CD006475","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2007.5
"CD006475_G1_N8","CD006475","GENSUM","GIV",14,0.09,"Robust",0,0,1,2008
"CD006475_G1_N9","CD006475","GENSUM","GIV",13,0.105,"Robust",0,0,1,2009
"CD006475_G2_N1","CD006475","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2012
"CD006475_G3_N4","CD006475","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2009
"CD006536_G1_N15","CD006536","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2016
"CD006536_G1_N16","CD006536","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2016
"CD006632_G1_N1","CD006632","GENSUM","GIV",9,0.423,"Moderate Fragility",53.2,-0.2335,0.1197,2008
"CD006632_G1_N10","CD006632","GENSUM","GIV",5,0.501,"High Fragility",32.7,-0.5825,0.0217,2001
"CD006632_G1_N11","CD006632","GENSUM","GIV",5,0.675,"High Fragility",49.8,-0.2397,0.5973,2000.5
"CD006632_G1_N2","CD006632","GENSUM","GIV",3,0.532,"High Fragility",11.4,0.3249,0.2927,2008
"CD006632_G1_N3","CD006632","GENSUM","GIV",12,0.262,"Low Fragility",52.3,-0.551,0.001,2002.5
"CD006632_G1_N4","CD006632","GENSUM","GIV",11,0.486,"Moderate Fragility",57.2,-0.1485,0.5792,2002.5
"CD006632_G1_N7","CD006632","GENSUM","GIV",4,0.446,"Moderate Fragility",84.7,1.9178,0.0014,2006
"CD006632_G1_N8","CD006632","GENSUM","GIV",5,0.646,"High Fragility",85.4,-0.2876,0.4082,2003.5
"CD006632_G2_N2","CD006632","GENSUM","GIV",3,0.314,"Moderate Fragility",0,0.0466,0.6102,2001
"CD006689_G1_N9","CD006689","GENSUM","GIV",3,0.328,"Moderate Fragility",0,-0.3935,0.2486,2024
"CD006742_G1_N1","CD006742","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,1982.5
"CD006913_G1_N1","CD006913","GENSUM","GIV",16,0.06,"Robust",0,0,1,2019.5
"CD006913_G1_N10","CD006913","GENSUM","GIV",15,0.075,"Robust",0,0,1,2019
"CD006913_G1_N11","CD006913","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2014
"CD006913_G1_N12","CD006913","GENSUM","GIV",16,0.06,"Robust",0,0,1,2019
"CD006913_G1_N13","CD006913","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2014
"CD006913_G1_N2","CD006913","GENSUM","GIV",16,0.06,"Robust",0,0,1,2019.5
"CD006913_G1_N3","CD006913","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2018
"CD006913_G1_N4","CD006913","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2017
"CD006913_G1_N5","CD006913","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2017
"CD006913_G1_N6","CD006913","GENSUM","GIV",9,0.165,"Low Fragility",0,0,1,2015
"CD006913_G1_N7","CD006913","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2014.5
"CD006913_G1_N8","CD006913","GENSUM","GIV",17,0.045,"Robust",0,0,1,2019
"CD006913_G1_N9","CD006913","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2014
"CD006913_G2_N1","CD006913","GENSUM","GIV",16,0.06,"Robust",0,0,1,2019
"CD006913_G2_N11","CD006913","GENSUM","GIV",29,0,"Robust",0,0,1,2019
"CD006913_G2_N2","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2002
"CD006913_G2_N3","CD006913","GENSUM","GIV",15,0.075,"Robust",0,0,1,2019
"CD006913_G2_N5","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2014
"CD006913_G2_N7","CD006913","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2012.5
"CD006913_G2_N8","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD006913_G2_N9","CD006913","GENSUM","GIV",15,0.075,"Robust",0,0,1,2016
"CD006913_G3_N1","CD006913","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2018.5
"CD006913_G3_N10","CD006913","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2014
"CD006913_G3_N11","CD006913","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2014
"CD006913_G3_N12","CD006913","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2012.5
"CD006913_G3_N2","CD006913","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2016
"CD006913_G3_N3","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2014
"CD006913_G3_N4","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2017
"CD006913_G3_N6","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2014
"CD006913_G3_N8","CD006913","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2014
"CD006913_G3_N9","CD006913","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2014
"CD006913_G4_N1","CD006913","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2018.5
"CD006913_G4_N13","CD006913","GENSUM","GIV",26,0,"Robust",0,0,1,2018
"CD006913_G4_N2","CD006913","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2002.5
"CD006913_G4_N3","CD006913","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2016
"CD006913_G4_N7","CD006913","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2010
"CD006913_G4_N9","CD006913","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2021.5
"CD006913_G5_N1","CD006913","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2021
"CD006913_G5_N10","CD006913","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2015
"CD006913_G5_N11","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2011
"CD006913_G5_N12","CD006913","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2018
"CD006913_G5_N13","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2011
"CD006913_G5_N2","CD006913","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2021
"CD006913_G5_N6","CD006913","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2015
"CD006913_G5_N8","CD006913","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,2018
"CD006913_G5_N9","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2011
"CD006913_G6_N1","CD006913","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2015
"CD006913_G6_N12","CD006913","GENSUM","GIV",18,0.03,"Robust",0,0,1,2019.5
"CD006913_G6_N3","CD006913","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2015
"CD006913_G6_N5","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD006913_G6_N7","CD006913","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2012
"CD006913_G6_N8","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2013
"CD006913_G6_N9","CD006913","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2021
"CD006913_G7_N11","CD006913","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2020.5
"CD006913_G7_N17","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2020
"CD006913_G7_N18","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2019
"CD006913_G7_N19","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2020
"CD006913_G7_N20","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2020
"CD006913_G7_N29","CD006913","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2020
